Point,Depth,USCS_code,PF_code,GMC,Notes
T3-131,580,SP,1,,
T3-131,590,SP,1,,
T3-131,600,SP,1,34.2,
T3-131,610,SP,1,,
T3-131,620,SP,1,,
T3-131,630,SP,1,32.8,
T3-134,10,Pt,0,,thaw depth 52 cm
T3-134,20,Pt,0,,
T3-134,30,ML,0,31.5,
T3-134,40,ML,0,,
T3-134,50,ML,0,,
T3-134,60,ML,1,124.6,
T3-134,70,ML,1,,
T3-134,80,ML,1,,
T3-134,90,ML,1,49.9,
T3-134,100,ML,1,,
T3-134,110,ML,1,,
T3-134,120,ML,1,63.6,
T3-134,130,ML,1,,
T3-134,140,ML,1,,
T3-134,150,ML,1,40.1,
T3-134,160,ML,1,,
T3-134,170,ML,1,,
T3-134,180,ML,1,36.2,
T3-134,190,ML,1,,
T3-134,200,ML,1,,
T3-134,210,ML,1,31.8,
T3-134,220,ML,1,,
T3-134,230,ML,1,,
T3-134,240,ML,1,32.9,
T3-134,250,ML,1,,
T3-134,260,ML,1,,
T3-134,270,ML,1,34.6,
T3-134,280,ML,1,,
T3-134,290,ML,1,,
T3-134,300,ML,1,34.6,
T3-134,310,ML,1,,
T3-134,320,ML,1,,1 cm peat layer
T3-134,330,ML,1,35.2,
T3-134,340,ML,1,,
T3-134,350,ML,1,,1 cm peat layer
T3-134,360,ML,1,39.4,
T3-134,370,ML,1,,
T3-134,380,ML,1,,
T3-134,390,ML,1,32,
T3-134,400,SM,1,,
T3-134,410,SM,1,,
T3-134,420,SM,1,39.5,
T3-134,430,SM,1,,
T3-134,440,SM,1,,
T3-134,450,SM,1,39,
T3-134,460,SM,1,,
T3-134,470,SM,1,,
T3-134,480,SM,1,37.8,
T3-134,490,SM,1,,
T3-134,500,SM,1,,
T3-134,510,SM,1,37.1,
T3-134,520,SM,1,,
T3-134,530,SM,1,,
T3-134,540,SM,1,40.7,
T3-134,550,SM,1,,
T3-134,560,SW,1,,
T3-134,570,GW,1,7.9,
T3-137,10,Pt,0,,thaw depth 67 cm
T3-137,20,Pt,0,,
T3-137,30,ML,0,40.4,
T3-137,40,ML,0,,
T3-137,50,ML,0,,
T3-137,60,ML,0,30.7,
T3-137,70,ML,0,,
T3-137,80,ML,1,,
T3-137,90,ML,1,47.1,
T3-137,100,ML,1,,
T3-137,110,ML,1,,
T3-137,120,ML,1,46.9,
T3-137,130,ML,1,,
T3-137,140,ML,1,,
T3-137,150,ML,1,40.6,
T3-137,160,ML,1,,
T3-137,170,ML,1,,
T3-137,180,ML,1,50.1,
T3-137,190,ML,1,,
T3-137,200,ML,1,,
T3-137,210,ML,1,37.2,
T3-137,220,ML,1,,
T3-137,230,ML,1,,
T3-137,240,ML,1,34.8,
T3-137,250,ML,1,,
T3-137,260,ML,1,,
T3-137,270,ML,1,38.8,
T3-137,280,ML,1,,
T3-137,290,ML,1,,
T3-137,300,ML,1,41.4,
T3-137,310,ML,1,,
T3-137,320,ML,1,,
T3-137,330,ML,1,37.7,
T3-137,340,ML,1,,
T3-137,350,ML,1,,
T3-137,360,SM,1,31.4,organic-rich
T3-137,370,SM,1,,organic-rich
T3-137,380,SM,1,,organic-rich
T3-137,390,SM,1,43.7,organic-rich
T3-137,400,ML,1,,organic-rich
T3-137,410,Pt,1,,OL?
T3-137,420,SM,1,35.4,
T3-137,430,SM,1,,
T3-137,440,SM,1,,
T3-137,450,SM,1,31.8,
T3-137,460,SM,1,,
T3-137,470,SM,1,,
T3-137,480,SM,1,34.1,
T3-137,490,SM,1,,
T3-137,500,SM,1,,
T3-137,510,SM,1,36.5,
T3-137,520,SW,1,,
T3-137,530,SW,1,,
T3-137,540,GW,1,8.6,
T3-140,10,Pt,0,,thaw depth 53 cm
T3-140,20,Pt,0,,
T3-140,30,Pt,0,27.2,sample of frozen silt
T3-140,40,ML,0,,
T3-140,50,ML,0,,
T3-140,60,ML,1,100.2,
T3-140,70,ML,1,,
T3-140,80,ML,1,,
T3-140,90,ML,1,69.1,
T3-140,100,ML,1,,
T3-140,110,ML,1,,
T3-140,120,ML,1,36.2,
T3-140,130,ML,1,,
T3-140,140,ML,1,,
T3-140,150,ML,1,50.1,
T3-140,160,ML,1,,
T3-140,170,ML,1,,
T3-140,180,ML,1,36.6,
T3-140,190,ML,1,,
T3-140,200,ML,1,,
T3-140,210,ML,1,46.9,
T3-140,220,ML,1,,
T3-140,230,ML,1,,
T3-140,240,ML,1,40,
T3-140,250,ML,1,,
T3-140,260,ML,1,,
T3-140,270,ML,1,34.2,
T3-140,280,ML,1,,
T3-140,290,ML,1,,
T3-140,300,ML,1,33.5,
T3-140,310,ML,1,,
T3-140,320,ML,1,,
T3-140,330,ML,1,45.8,
T3-140,340,ML,1,,
T3-140,350,ML,1,,
T3-140,360,ML,1,51.3,
T3-140,370,ML,1,,
T3-140,380,SM,1,,organic-rich
T3-140,390,SM,1,41.9,organic-rich
T3-140,400,Pt,1,,
T3-140,410,Pt,1,,OL?
T3-140,420,ML,1,30.9,
T3-140,430,ML,1,,
T3-140,440,SM,1,,
T3-140,450,SM,1,30,
T3-140,460,SM,1,,
T3-140,470,SM,1,,
T3-140,480,SM,1,33.1,
T3-140,490,SM,1,,
T3-140,500,SM,1,,
T3-140,510,SM,1,32.6,
T3-140,520,SM,1,,
T3-140,530,GW,1,,
T3-143,10,Pt,0,,thaw depth 59 cm
T3-143,20,Pt,0,,
T3-143,30,ML,0,41.2,
T3-143,40,ML,0,,
T3-143,50,ML,0,,
T3-143,60,ML,0,104.7,sample of frozen silt
T3-143,70,ML,1,,
T3-143,80,ML,1,,
T3-143,90,ML,1,65.3,
T3-143,100,ML,1,,
T3-143,110,ML,1,,SM?
T3-143,120,ML,1,45.7,SM?
T3-143,130,ML,1,,SM?
T3-143,140,ML,1,,SM?
T3-143,150,ML,1,35.5,SM?
T3-143,160,ML,1,,SM?
T3-143,170,ML,1,,SM?
T3-143,180,ML,1,35,SM?
T3-143,190,ML,1,,SM?
T3-143,200,ML,1,,SM?
T3-143,210,ML,1,68.6,SM?
T3-143,220,ML,1,,SM?
T3-143,230,ML,1,,SM? Organic-rich
T3-143,240,ML,1,39.8,SM? Organic-rich
T3-143,250,ML,1,,SM? Organic-rich
T3-143,260,ML,1,,SM? Organic-rich
T3-143,270,ML,1,36.5,SM? Organic-rich
T3-143,280,ML,1,,SM? Organic-rich
T3-143,290,ML,1,,SM? Organic-rich
T3-143,300,ML,1,45.9,SM? Organic-rich
T3-143,310,ML,1,,SM? Organic-rich
T3-143,320,ML,1,,SM? Organic-rich
T3-143,330,ML,1,51.3,SM? Organic-rich
T3-143,340,ML,1,,SM? Organic-rich
T3-143,350,ML,1,,SM? Organic-rich
T3-143,360,ML,1,44.1,SM? Organic-rich
T3-143,370,ML,1,,SM? Organic-rich
T3-143,380,ML,1,,SM? Organic-rich
T3-143,390,Pt,1,80.5,
T3-143,400,Pt,1,,
T3-143,410,ML,1,,
T3-143,420,ML,1,45.6,
T3-143,430,ML,1,,
T3-143,440,SM,1,,ML?
T3-143,450,SM,1,30.2,ML?
T3-143,460,SM,1,,ML?
T3-143,470,SM,1,,ML?
T3-143,480,SM,1,30.9,ML?
T3-143,490,SM,1,,ML?
T3-143,500,SM,1,,ML?
T3-143,510,SW,1,29.7,
T3-146,10,Pt,0,,thaw depth 58 cm
T3-146,20,Pt,0,,
T3-146,30,ML,0,30.9,
T3-146,40,ML,0,,
T3-146,50,ML,0,,
T3-146,60,ML,0,72.5,sample of frozen silt
T3-146,70,ML,1,,
T3-146,80,ML,1,,
T3-146,90,ML,1,58.6,
T3-146,100,ML,1,,
T3-146,110,ML,1,,SM?
T3-146,120,ML,1,40.4,SM?
T3-146,130,ML,1,,SM?
T3-146,140,ML,1,,SM?
T3-146,150,ML,1,41,SM?
T3-146,160,ML,1,,SM?
T3-146,170,ML,1,,SM?
T3-146,180,ML,1,40.9,SM?
T3-146,190,ML,1,,SM?
T3-146,200,ML,1,,SM?
T3-146,210,ML,1,40,SM?
T3-146,220,ML,1,,SM?
T3-146,230,ML,1,,SM?
T3-146,240,ML,1,48,SM?
T3-146,250,ML,1,,SM?
T3-146,260,ML,1,,SM?
T3-146,270,ML,1,41.7,SM?
T3-146,280,ML,1,,SM?
T3-146,290,ML,1,,SM?
T3-146,300,ML,1,41.7,SM?
T3-146,310,ML,1,,SM? Organic-rich
T3-146,320,ML,1,,SM? Organic-rich
T3-146,330,ML,1,48.5,SM? Organic-rich
T3-146,340,ML,1,,SM? Organic-rich
T3-146,350,ML,1,,SM? Organic-rich
T3-146,360,ML,1,41.5,SM? 
T3-146,370,ML,1,,SM? 
T3-146,380,ML,1,,SM? 
T3-146,390,ML,1,43.2,SM? 
T3-146,400,Pt,1,,
T3-146,410,Pt,1,,
T3-146,420,SM,1,33.3,ML?
T3-146,430,SM,1,,ML?
T3-146,440,SM,1,,ML?
T3-146,450,SM,1,33.9,ML?
T3-146,460,SM,1,,ML?
T3-146,470,SM,1,,ML?
T3-146,480,SM,1,33.2,ML?
T3-146,490,SM,1,,ML?
T3-146,500,SM,1,,ML?
T3-146,510,GW,1,7.8,
T3-149,10,Pt,0,,thaw depth 73 cm
T3-149,20,Pt,0,,
T3-149,30,ML,0,30.6,
T3-149,40,ML,0,,
T3-149,50,ML,0,,
T3-149,60,ML,0,30.6,
T3-149,70,ML,0,,
T3-149,80,ML,1,,
T3-149,90,ML,1,66.1,
T3-149,100,ML,1,,
T3-149,110,ML,1,,
T3-149,120,ML,1,39.5,
T3-149,130,ML,1,,
T3-149,140,ML,1,,
T3-149,150,ML,1,41.7,
T3-149,160,ML,1,,
T3-149,170,ML,1,,
T3-149,180,ML,1,35,
T3-149,190,ML,1,,
T3-149,200,ML,1,,
T3-149,210,ML,1,31,
T3-149,220,ML,1,,
T3-149,230,ML,1,,
T3-149,240,ML,1,41.6,
T3-149,250,ML,1,,
T3-149,260,ML,1,,
T3-149,270,ML,1,41.6,
T3-149,280,ML,1,,
T3-149,290,ML,1,,
T3-149,300,ML,1,31.2,
T3-149,310,ML,1,,
T3-149,320,ML,1,,SM? organic-rich
T3-149,330,ML,1,48.5,SM? organic-rich
T3-149,340,ML,1,,SM? organic-rich
T3-149,350,ML,1,,SM? organic-rich
T3-149,360,ML,1,54.1,SM? organic-rich
T3-149,370,ML,1,,SM? organic-rich
T3-149,380,ML,1,,SM? organic-rich
T3-149,390,ML,1,50.4,SM? organic-rich
T3-149,400,ML,1,,SM? organic-rich
T3-149,410,Pt,1,,
T3-149,420,SM,1,27.9,
T3-149,430,SM,1,,
T3-149,440,SM,1,,
T3-149,450,SM,1,34.8,
T3-149,460,SM,1,,
T3-149,470,SM,1,,
T3-149,480,SM,1,32.8,
T3-149,490,SM,1,,
T3-149,500,SM,1,,
T3-149,510,GW,1,18,
